singular,plural,sg_token_id,pl_token_id,category,sg_log_freq,pl_log_freq,sg_band,pl_band,same_band,sg_len
epitope,epitopes,40548,42110,OBJECT_NOUN,0.2671298981246182,0.25256658969383355,low,low,True,7
remnant,remnants,43003,38948,OBJECT_NOUN,0.2664101976773517,0.330378722100291,low,low,True,7
pillar,pillars,43035,40652,OBJECT_NOUN,0.2655966525906635,0.280723446687729,low,low,True,6
cafe,caves,40847,41644,PLACE_NOUN,0.2654544985017675,0.24049005454372283,low,low,True,4
litre,litres,43803,47026,OBJECT_NOUN,0.2522954331383139,0.1740767950930463,low,low,True,5
axon,axons,43821,41382,OBJECT_NOUN,0.2498783156615202,0.31139905728736206,low,low,True,4
appliance,appliances,42906,32701,OBJECT_NOUN,0.2489630116388906,0.4296078534047389,low,low,True,9
decoration,decorations,40890,45069,OBJECT_NOUN,0.2445774453116428,0.2082547450401923,low,low,True,10
leukocyte,leukocytes,42573,42521,OBJECT_NOUN,0.2355962963697752,0.22742207531585756,low,low,True,9
claw,claws,44758,43390,OBJECT_NOUN,0.2303837079558545,0.2389623393323258,low,low,True,4
axe,axes,44910,24039,OBJECT_NOUN,0.2247231804498903,0.6335793833093967,low,low,True,3
vesicle,vesicles,48025,29357,OBJECT_NOUN,0.2169453070853905,0.5309612819611365,low,low,True,7
coupon,coupons,44254,49516,OBJECT_NOUN,0.2085190111880384,0.12896254888380193,low,low,True,6
burger,burgers,42463,42803,OBJECT_NOUN,0.1977566356604264,0.17825343616933742,low,low,True,6
gallon,gallons,46740,42616,OBJECT_NOUN,0.1807484859606693,0.24435403153268886,low,low,True,6
oligonucleotide,oligonucleotides,46383,47200,OBJECT_NOUN,0.1799945893865165,0.17792589110177692,low,low,True,15
eyebrow,eyebrows,47342,34036,OBJECT_NOUN,0.172590983714579,0.4112756278768175,low,low,True,7
monocyte,monocytes,48251,29649,OBJECT_NOUN,0.160706865290477,0.4856978435696044,low,low,True,8
carrot,carrots,47215,39033,OBJECT_NOUN,0.1492681522198302,0.2995326725641112,low,low,True,6
pesticide,pesticides,49525,37934,OBJECT_NOUN,0.1446212715277277,0.3385259486738874,low,low,True,9
triglyceride,triglycerides,49020,47153,OBJECT_NOUN,0.1291550355571149,0.18651920458539234,low,low,True,12
jewel,jewels,22812,49436,OBJECT_NOUN,0.11295470614204,0.12814110290850206,low,low,True,5
